slice_name,total_texts,first_text_id,last_text_id,tmp_slice_path,final_slice_path,conllu_path,origin_filepath,data_origin_group,final_df_path,exclusions_path,slice_number,started_at,finished_at,parsing_time
Pcc13_4,9999,pcc_eng_13_004.0001_x0048290,pcc_eng_13_004.9999_x0064477,pile_tables/slices/Pcc13/tmp/pile_13-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-004_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-004.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 06:18:02 2022,Wed Apr 13 07:06:54 2022,0 days 00:48:51
Pcc04_4,9999,pcc_eng_04_004.0001_x0048684,pcc_eng_04_004.9999_x0064824,pile_tables/slices/Pcc04/tmp/pile_04-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-004_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-004.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 06:23:46 2022,Wed Apr 13 07:15:43 2022,0 days 00:51:57
Pcc08_5,9999,pcc_eng_08_005.0001_x0064715,pcc_eng_08_005.9999_x0080890,pile_tables/slices/Pcc08/tmp/pile_08-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-005_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-005.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 06:33:39 2022,Wed Apr 13 07:16:10 2022,0 days 00:42:30
Pcc00_4,9999,pcc_eng_00_004.0001_x0048434,pcc_eng_00_004.9999_x0064535,pile_tables/slices/Pcc00/tmp/pile_00-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc00/pile_00-004_Pile-CC_df.pkl.gz,Pcc00.conll/pcc_eng_00-004.conllu,/share/compling/data/pile/train/00.jsonl,00,pile_tables/pile_00_Pile-CC_df.pkl.gz,pile_exclusions/pile_00_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 06:30:21 2022,Wed Apr 13 07:18:10 2022,0 days 00:47:49
Pcc03_5,9999,pcc_eng_03_005.0001_x0064661,pcc_eng_03_005.9999_x0080832,pile_tables/slices/Pcc03/tmp/pile_03-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc03/pile_03-005_Pile-CC_df.pkl.gz,Pcc03.conll/pcc_eng_03-005.conllu,/share/compling/data/pile/train/03.jsonl,03,pile_tables/pile_03_Pile-CC_df.pkl.gz,pile_exclusions/pile_03_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 06:36:34 2022,Wed Apr 13 07:18:47 2022,0 days 00:42:13
Pcc11_6,9999,pcc_eng_11_006.0001_x0081065,pcc_eng_11_006.9999_x0097100,pile_tables/slices/Pcc11/tmp/pile_11-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-006_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-006.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 06:38:53 2022,Wed Apr 13 07:21:30 2022,0 days 00:42:37
Pcc15_4,9999,pcc_eng_15_004.0001_x0048284,pcc_eng_15_004.9999_x0064530,pile_tables/slices/Pcc15/tmp/pile_15-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-004_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-004.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 06:33:10 2022,Wed Apr 13 07:24:48 2022,0 days 00:51:38
Pcc01_5,9999,pcc_eng_01_005.0001_x0064507,pcc_eng_01_005.9999_x0080657,pile_tables/slices/Pcc01/tmp/pile_01-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-005_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-005.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 06:40:16 2022,Wed Apr 13 07:27:06 2022,0 days 00:46:49
Pcc16_4,9999,pcc_eng_16_004.0001_x0048769,pcc_eng_16_004.9999_x0064895,pile_tables/slices/Pcc16/tmp/pile_16-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-004_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-004.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 06:38:16 2022,Wed Apr 13 07:27:08 2022,0 days 00:48:53
Pcc05_5,9999,pcc_eng_05_005.0001_x0064975,pcc_eng_05_005.9999_x0081274,pile_tables/slices/Pcc05/tmp/pile_05-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-005_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-005.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 06:42:31 2022,Wed Apr 13 07:32:06 2022,0 days 00:49:35
Pcc28_14,9999,pcc_eng_28_014.0001_x0210510,pcc_eng_28_014.9999_x0226714,pile_tables/slices/Pcc28/tmp/pile_28-014_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-014_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-014.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,14.0,Wed Apr 13 06:52:16 2022,Wed Apr 13 07:35:07 2022,0 days 00:42:51
Pcc09_6,9999,pcc_eng_09_006.0001_x0081148,pcc_eng_09_006.9999_x0097172,pile_tables/slices/Pcc09/tmp/pile_09-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-006_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-006.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 06:59:30 2022,Wed Apr 13 07:39:52 2022,0 days 00:40:21
Pcc10_6,9999,pcc_eng_10_006.0001_x0080873,pcc_eng_10_006.9999_x0096864,pile_tables/slices/Pcc10/tmp/pile_10-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-006_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-006.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 06:58:13 2022,Wed Apr 13 07:41:35 2022,0 days 00:43:21
Pcc12_5,9999,pcc_eng_12_005.0001_x0064406,pcc_eng_12_005.9999_x0080503,pile_tables/slices/Pcc12/tmp/pile_12-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-005_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-005.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 07:01:12 2022,Wed Apr 13 07:50:22 2022,0 days 00:49:10
Pcc13_5,9999,pcc_eng_13_005.0001_x0064478,pcc_eng_13_005.9999_x0080610,pile_tables/slices/Pcc13/tmp/pile_13-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-005_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-005.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 07:06:54 2022,Wed Apr 13 07:56:31 2022,0 days 00:49:37
Pcc08_6,9999,pcc_eng_08_006.0001_x0080893,pcc_eng_08_006.9999_x0096983,pile_tables/slices/Pcc08/tmp/pile_08-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-006_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-006.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 07:16:10 2022,Wed Apr 13 07:57:49 2022,0 days 00:41:40
Pcc07_4,9999,pcc_eng_07_004.0001_x0048401,pcc_eng_07_004.9999_x0064626,pile_tables/slices/Pcc07/tmp/pile_07-004_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc07/pile_07-004_Pile-CC_df.pkl.gz,Pcc07.conll/pcc_eng_07-004.conllu,/share/compling/data/pile/train/07.jsonl,07,pile_tables/pile_07_Pile-CC_df.pkl.gz,pile_exclusions/pile_07_Pile-CC_excl.pkl.gz,4.0,Wed Apr 13 07:10:24 2022,Wed Apr 13 08:01:51 2022,0 days 00:51:26
Pcc11_7,9999,pcc_eng_11_007.0001_x0097102,pcc_eng_11_007.9999_x0113227,pile_tables/slices/Pcc11/tmp/pile_11-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-007_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-007.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,7.0,Wed Apr 13 07:21:30 2022,Wed Apr 13 08:04:28 2022,0 days 00:42:59
Pcc04_5,9999,pcc_eng_04_005.0001_x0064828,pcc_eng_04_005.9999_x0081010,pile_tables/slices/Pcc04/tmp/pile_04-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-005_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-005.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 07:15:43 2022,Wed Apr 13 08:07:15 2022,0 days 00:51:32
Pcc01_6,9999,pcc_eng_01_006.0001_x0080661,pcc_eng_01_006.9999_x0096913,pile_tables/slices/Pcc01/tmp/pile_01-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-006_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-006.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 07:27:06 2022,Wed Apr 13 08:12:56 2022,0 days 00:45:50
Pcc15_5,9999,pcc_eng_15_005.0001_x0064534,pcc_eng_15_005.9999_x0080672,pile_tables/slices/Pcc15/tmp/pile_15-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-005_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-005.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 07:24:48 2022,Wed Apr 13 08:15:53 2022,0 days 00:51:06
Pcc16_5,9999,pcc_eng_16_005.0001_x0064897,pcc_eng_16_005.9999_x0081223,pile_tables/slices/Pcc16/tmp/pile_16-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-005_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-005.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 07:27:08 2022,Wed Apr 13 08:18:54 2022,0 days 00:51:45
Pcc09_7,9999,pcc_eng_09_007.0001_x0097175,pcc_eng_09_007.9999_x0113415,pile_tables/slices/Pcc09/tmp/pile_09-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-007_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-007.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,7.0,Wed Apr 13 07:39:52 2022,Wed Apr 13 08:19:40 2022,0 days 00:39:49
Pcc05_6,9999,pcc_eng_05_006.0001_x0081275,pcc_eng_05_006.9999_x0097506,pile_tables/slices/Pcc05/tmp/pile_05-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-006_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-006.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 07:32:06 2022,Wed Apr 13 08:22:03 2022,0 days 00:49:57
Pcc10_7,9999,pcc_eng_10_007.0001_x0096866,pcc_eng_10_007.9999_x0113088,pile_tables/slices/Pcc10/tmp/pile_10-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-007_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-007.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,7.0,Wed Apr 13 07:41:35 2022,Wed Apr 13 08:23:22 2022,0 days 00:41:47
Pcc28_15,9999,pcc_eng_28_015.0001_x0226717,pcc_eng_28_015.9999_x0242858,pile_tables/slices/Pcc28/tmp/pile_28-015_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-015_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-015.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,15.0,Wed Apr 13 07:42:53 2022,Wed Apr 13 08:25:29 2022,0 days 00:42:35
Pcc08_7,9999,pcc_eng_08_007.0001_x0096984,pcc_eng_08_007.9999_x0113210,pile_tables/slices/Pcc08/tmp/pile_08-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-007_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-007.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,7.0,Wed Apr 13 07:57:49 2022,Wed Apr 13 08:38:56 2022,0 days 00:41:07
Pcc12_6,9999,pcc_eng_12_006.0001_x0080504,pcc_eng_12_006.9999_x0096790,pile_tables/slices/Pcc12/tmp/pile_12-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-006_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-006.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 07:50:22 2022,Wed Apr 13 08:41:04 2022,0 days 00:50:42
Pcc13_6,9999,pcc_eng_13_006.0001_x0080611,pcc_eng_13_006.9999_x0096755,pile_tables/slices/Pcc13/tmp/pile_13-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-006_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-006.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 07:56:31 2022,Wed Apr 13 08:43:42 2022,0 days 00:47:12
Pcc11_8,9999,pcc_eng_11_008.0001_x0113228,pcc_eng_11_008.9999_x0129427,pile_tables/slices/Pcc11/tmp/pile_11-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-008_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-008.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,8.0,Wed Apr 13 08:04:28 2022,Wed Apr 13 08:45:07 2022,0 days 00:40:38
Pcc04_6,9999,pcc_eng_04_006.0001_x0081013,pcc_eng_04_006.9999_x0097019,pile_tables/slices/Pcc04/tmp/pile_04-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-006_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-006.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 08:07:15 2022,Wed Apr 13 08:59:00 2022,0 days 00:51:46
Pcc07_5,9999,pcc_eng_07_005.0001_x0064627,pcc_eng_07_005.9999_x0080852,pile_tables/slices/Pcc07/tmp/pile_07-005_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc07/pile_07-005_Pile-CC_df.pkl.gz,Pcc07.conll/pcc_eng_07-005.conllu,/share/compling/data/pile/train/07.jsonl,07,pile_tables/pile_07_Pile-CC_df.pkl.gz,pile_exclusions/pile_07_Pile-CC_excl.pkl.gz,5.0,Wed Apr 13 08:12:12 2022,Wed Apr 13 09:03:26 2022,0 days 00:51:13
Pcc10_8,9999,pcc_eng_10_008.0001_x0113091,pcc_eng_10_008.9999_x0129199,pile_tables/slices/Pcc10/tmp/pile_10-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-008_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-008.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,8.0,Wed Apr 13 08:23:22 2022,Wed Apr 13 09:03:42 2022,0 days 00:40:21
Pcc01_7,9999,pcc_eng_01_007.0001_x0096914,pcc_eng_01_007.9999_x0113143,pile_tables/slices/Pcc01/tmp/pile_01-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc01/pile_01-007_Pile-CC_df.pkl.gz,Pcc01.conll/pcc_eng_01-007.conllu,/share/compling/data/pile/train/01.jsonl,01,pile_tables/pile_01_Pile-CC_df.pkl.gz,pile_exclusions/pile_01_Pile-CC_excl.pkl.gz,7.0,Wed Apr 13 08:12:56 2022,Wed Apr 13 09:05:38 2022,0 days 00:52:42
Pcc15_6,9999,pcc_eng_15_006.0001_x0080674,pcc_eng_15_006.9999_x0096849,pile_tables/slices/Pcc15/tmp/pile_15-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-006_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-006.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 08:15:53 2022,Wed Apr 13 09:06:02 2022,0 days 00:50:09
Pcc09_8,9999,pcc_eng_09_008.0001_x0113416,pcc_eng_09_008.9999_x0129617,pile_tables/slices/Pcc09/tmp/pile_09-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-008_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-008.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,8.0,Wed Apr 13 08:28:00 2022,Wed Apr 13 09:07:05 2022,0 days 00:39:06
Pcc28_16,9999,pcc_eng_28_016.0001_x0242860,pcc_eng_28_016.9999_x0258891,pile_tables/slices/Pcc28/tmp/pile_28-016_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-016_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-016.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,16.0,Wed Apr 13 08:25:29 2022,Wed Apr 13 09:08:31 2022,0 days 00:43:03
Pcc16_6,9999,pcc_eng_16_006.0001_x0081224,pcc_eng_16_006.9999_x0097394,pile_tables/slices/Pcc16/tmp/pile_16-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc16/pile_16-006_Pile-CC_df.pkl.gz,Pcc16.conll/pcc_eng_16-006.conllu,/share/compling/data/pile/train/16.jsonl,16,pile_tables/pile_16_Pile-CC_df.pkl.gz,pile_exclusions/pile_16_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 08:18:54 2022,Wed Apr 13 09:09:26 2022,0 days 00:50:33
Pcc05_7,9999,pcc_eng_05_007.0001_x0097507,pcc_eng_05_007.9999_x0113574,pile_tables/slices/Pcc05/tmp/pile_05-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc05/pile_05-007_Pile-CC_df.pkl.gz,Pcc05.conll/pcc_eng_05-007.conllu,/share/compling/data/pile/train/05.jsonl,05,pile_tables/pile_05_Pile-CC_df.pkl.gz,pile_exclusions/pile_05_Pile-CC_excl.pkl.gz,7.0,Wed Apr 13 08:22:03 2022,Wed Apr 13 09:13:19 2022,0 days 00:51:17
Pcc11_9,9999,pcc_eng_11_009.0001_x0129428,pcc_eng_11_009.9999_x0145674,pile_tables/slices/Pcc11/tmp/pile_11-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc11/pile_11-009_Pile-CC_df.pkl.gz,Pcc11.conll/pcc_eng_11-009.conllu,/share/compling/data/pile/train/11.jsonl,11,pile_tables/pile_11_Pile-CC_df.pkl.gz,pile_exclusions/pile_11_Pile-CC_excl.pkl.gz,9.0,Wed Apr 13 08:45:07 2022,Wed Apr 13 09:26:39 2022,0 days 00:41:32
Pcc13_7,9999,pcc_eng_13_007.0001_x0096756,pcc_eng_13_007.9999_x0113043,pile_tables/slices/Pcc13/tmp/pile_13-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc13/pile_13-007_Pile-CC_df.pkl.gz,Pcc13.conll/pcc_eng_13-007.conllu,/share/compling/data/pile/train/13.jsonl,13,pile_tables/pile_13_Pile-CC_df.pkl.gz,pile_exclusions/pile_13_Pile-CC_excl.pkl.gz,7.0,Wed Apr 13 08:43:42 2022,Wed Apr 13 09:28:24 2022,0 days 00:44:41
Pcc12_7,9999,pcc_eng_12_007.0001_x0096791,pcc_eng_12_007.9999_x0113225,pile_tables/slices/Pcc12/tmp/pile_12-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc12/pile_12-007_Pile-CC_df.pkl.gz,Pcc12.conll/pcc_eng_12-007.conllu,/share/compling/data/pile/train/12.jsonl,12,pile_tables/pile_12_Pile-CC_df.pkl.gz,pile_exclusions/pile_12_Pile-CC_excl.pkl.gz,7.0,Wed Apr 13 08:41:04 2022,Wed Apr 13 09:28:30 2022,0 days 00:47:27
Pcc08_8,9999,pcc_eng_08_008.0001_x0113211,pcc_eng_08_008.9999_x0129307,pile_tables/slices/Pcc08/tmp/pile_08-008_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc08/pile_08-008_Pile-CC_df.pkl.gz,Pcc08.conll/pcc_eng_08-008.conllu,/share/compling/data/pile/train/08.jsonl,08,pile_tables/pile_08_Pile-CC_df.pkl.gz,pile_exclusions/pile_08_Pile-CC_excl.pkl.gz,8.0,Wed Apr 13 08:47:03 2022,Wed Apr 13 09:29:23 2022,0 days 00:42:19
Pcc10_9,9999,pcc_eng_10_009.0001_x0129201,pcc_eng_10_009.9999_x0145473,pile_tables/slices/Pcc10/tmp/pile_10-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-009_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-009.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,9.0,Wed Apr 13 09:03:42 2022,Wed Apr 13 09:44:44 2022,0 days 00:41:02
Pcc09_9,9999,pcc_eng_09_009.0001_x0129618,pcc_eng_09_009.9999_x0145946,pile_tables/slices/Pcc09/tmp/pile_09-009_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc09/pile_09-009_Pile-CC_df.pkl.gz,Pcc09.conll/pcc_eng_09-009.conllu,/share/compling/data/pile/train/09.jsonl,09,pile_tables/pile_09_Pile-CC_df.pkl.gz,pile_exclusions/pile_09_Pile-CC_excl.pkl.gz,9.0,Wed Apr 13 09:07:05 2022,Wed Apr 13 09:47:53 2022,0 days 00:40:48
Pcc04_7,9999,pcc_eng_04_007.0001_x0097020,pcc_eng_04_007.9999_x0113312,pile_tables/slices/Pcc04/tmp/pile_04-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc04/pile_04-007_Pile-CC_df.pkl.gz,Pcc04.conll/pcc_eng_04-007.conllu,/share/compling/data/pile/train/04.jsonl,04,pile_tables/pile_04_Pile-CC_df.pkl.gz,pile_exclusions/pile_04_Pile-CC_excl.pkl.gz,7.0,Wed Apr 13 08:59:00 2022,Wed Apr 13 09:49:51 2022,0 days 00:50:50
Pcc28_17,9999,pcc_eng_28_017.0001_x0258892,pcc_eng_28_017.9999_x0274882,pile_tables/slices/Pcc28/tmp/pile_28-017_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc28/pile_28-017_Pile-CC_df.pkl.gz,Pcc28.conll/pcc_eng_28-017.conllu,/share/compling/data/pile/train/28.jsonl,28,pile_tables/pile_28_Pile-CC_df.pkl.gz,pile_exclusions/pile_28_Pile-CC_excl.pkl.gz,17.0,Wed Apr 13 09:08:31 2022,Wed Apr 13 09:50:03 2022,0 days 00:41:31
Pcc07_6,9999,pcc_eng_07_006.0001_x0080853,pcc_eng_07_006.9999_x0097172,pile_tables/slices/Pcc07/tmp/pile_07-006_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc07/pile_07-006_Pile-CC_df.pkl.gz,Pcc07.conll/pcc_eng_07-006.conllu,/share/compling/data/pile/train/07.jsonl,07,pile_tables/pile_07_Pile-CC_df.pkl.gz,pile_exclusions/pile_07_Pile-CC_excl.pkl.gz,6.0,Wed Apr 13 09:03:26 2022,Wed Apr 13 09:54:38 2022,0 days 00:51:13
Pcc15_7,9999,pcc_eng_15_007.0001_x0096851,pcc_eng_15_007.9999_x0113059,pile_tables/slices/Pcc15/tmp/pile_15-007_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc15/pile_15-007_Pile-CC_df.pkl.gz,Pcc15.conll/pcc_eng_15-007.conllu,/share/compling/data/pile/train/15.jsonl,15,pile_tables/pile_15_Pile-CC_df.pkl.gz,pile_exclusions/pile_15_Pile-CC_excl.pkl.gz,7.0,Wed Apr 13 09:06:02 2022,Wed Apr 13 09:57:34 2022,0 days 00:51:32
