record,slice_name,total_texts,first_text_id,last_text_id,tmp_slice_path,final_slice_path,conllu_path,origin_filepath,data_origin_group,final_df_path,exclusions_path,slice_number,started_at,finished_at,parsing_time,slice_number_str,days,time,seconds,kept_df_mtime,excl_df_mtime,slice_df_mtime,conllu_mtime,kept_df_gzMB,excl_df_gzMB,slice_df_gzMB,conllu_MB,end_timedelta
21-020-1793,Pcc21_020,9999,pcc_eng_21_020.0001_x0306855,pcc_eng_21_020.9999_x0323047,pile_tables/slices/Pcc21/tmp/pile_21-020_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc21/pile_21-020_Pile-CC_df.pkl.gz,Pcc21.conll/pcc_eng_21-020.conllu,/share/compling/data/pile/train/21.jsonl,21,pile_tables/pile_21_Pile-CC_df.pkl.gz,pile_exclusions/pile_21_Pile-CC_excl.pkl.gz,20,2022-04-28 16:24:00,2022-04-28 17:18:00,0 days 00:53:38,020,0,0 days 00:53:38,3218,2022-04-28 00:16:00,2022-06-28 16:28:00,2022-04-28 00:17:00,2022-04-28 17:18:00,1014.8,1748.7,9.5,384.7,0.0
24-034-1794,Pcc24_034,9999,pcc_eng_24_034.0001_x0533870,pcc_eng_24_034.9999_x0549919,pile_tables/slices/Pcc24/tmp/pile_24-034_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-034_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-034.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,34,2022-04-28 16:44:00,2022-04-28 17:22:00,0 days 00:38:38,034,0,0 days 00:38:38,2318,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:43:00,2022-04-28 17:22:00,1013.4,1751.0,9.3,373.2,0.0
29-057-1796,Pcc29_057,9999,pcc_eng_29_057.0001_x0904612,pcc_eng_29_057.9999_x0920895,pile_tables/slices/Pcc29/tmp/pile_29-057_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-057_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-057.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,57,2022-04-28 17:02:00,2022-04-28 17:49:00,0 days 00:47:13,057,0,0 days 00:47:13,2833,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:19:00,2022-04-28 17:49:00,1015.2,0.1,9.2,373.8,0.0
10-078-1797,Pcc10_078,9999,pcc_eng_10_078.0001_x1244543,pcc_eng_10_078.9999_x1260742,pile_tables/slices/Pcc10/tmp/pile_10-078_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-078_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-078.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,78,2022-04-28 17:17:00,2022-04-28 17:57:00,0 days 00:40:11,078,0,0 days 00:40:11,2411,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:57:00,2022-04-28 17:57:00,1015.6,1740.5,9.6,386.3,0.0
24-035-1798,Pcc24_035,9999,pcc_eng_24_035.0001_x0549921,pcc_eng_24_035.9999_x0566005,pile_tables/slices/Pcc24/tmp/pile_24-035_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-035_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-035.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,35,2022-04-28 17:22:00,2022-04-28 18:00:00,0 days 00:38:11,035,0,0 days 00:38:11,2291,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:43:00,2022-04-28 18:00:00,1013.4,1751.0,9.2,371.1,0.0
21-021-1799,Pcc21_021,9999,pcc_eng_21_021.0001_x0323050,pcc_eng_21_021.9999_x0339106,pile_tables/slices/Pcc21/tmp/pile_21-021_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc21/pile_21-021_Pile-CC_df.pkl.gz,Pcc21.conll/pcc_eng_21-021.conllu,/share/compling/data/pile/train/21.jsonl,21,pile_tables/pile_21_Pile-CC_df.pkl.gz,pile_exclusions/pile_21_Pile-CC_excl.pkl.gz,21,2022-04-28 17:18:00,2022-04-28 18:09:00,0 days 00:51:16,021,0,0 days 00:51:16,3076,2022-04-28 00:16:00,2022-06-28 16:28:00,2022-04-28 00:18:00,2022-04-28 18:09:00,1014.8,1748.7,9.2,374.2,0.0
29-058-1800,Pcc29_058,9999,pcc_eng_29_058.0001_x0920897,pcc_eng_29_058.9999_x0937142,pile_tables/slices/Pcc29/tmp/pile_29-058_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-058_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-058.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,58,2022-04-28 17:49:00,2022-04-28 18:37:00,0 days 00:47:23,058,0,0 days 00:47:23,2843,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:19:00,2022-04-28 18:37:00,1015.2,0.1,9.3,379.4,0.0
10-079-1801,Pcc10_079,9999,pcc_eng_10_079.0001_x1260744,pcc_eng_10_079.9999_x1276846,pile_tables/slices/Pcc10/tmp/pile_10-079_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-079_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-079.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,79,2022-04-28 17:57:00,2022-04-28 18:37:00,0 days 00:39:31,079,0,0 days 00:39:31,2371,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:57:00,2022-04-28 18:37:00,1015.6,1740.5,9.5,386.6,0.0
24-036-1803,Pcc24_036,9999,pcc_eng_24_036.0001_x0566007,pcc_eng_24_036.9999_x0582048,pile_tables/slices/Pcc24/tmp/pile_24-036_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-036_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-036.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,36,2022-04-28 18:00:00,2022-04-28 18:43:00,0 days 00:42:24,036,0,0 days 00:42:24,2544,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:43:00,2022-04-28 18:43:00,1013.4,1751.0,9.5,387.1,0.0
21-022-1804,Pcc21_022,9999,pcc_eng_21_022.0001_x0339107,pcc_eng_21_022.9999_x0355311,pile_tables/slices/Pcc21/tmp/pile_21-022_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc21/pile_21-022_Pile-CC_df.pkl.gz,Pcc21.conll/pcc_eng_21-022.conllu,/share/compling/data/pile/train/21.jsonl,21,pile_tables/pile_21_Pile-CC_df.pkl.gz,pile_exclusions/pile_21_Pile-CC_excl.pkl.gz,22,2022-04-28 18:09:00,2022-04-28 19:01:00,0 days 00:51:35,022,0,0 days 00:51:35,3095,2022-04-28 00:16:00,2022-06-28 16:28:00,2022-04-28 00:18:00,2022-04-28 19:01:00,1014.8,1748.7,9.3,377.0,0.0
29-059-1805,Pcc29_059,9999,pcc_eng_29_059.0001_x0937143,pcc_eng_29_059.9999_x0953154,pile_tables/slices/Pcc29/tmp/pile_29-059_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-059_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-059.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,59,2022-04-28 18:37:00,2022-04-28 19:16:00,0 days 00:39:33,059,0,0 days 00:39:33,2373,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:19:00,2022-04-28 19:16:00,1015.2,0.1,9.3,377.0,0.0
10-080-1806,Pcc10_080,9999,pcc_eng_10_080.0001_x1276847,pcc_eng_10_080.9999_x1292867,pile_tables/slices/Pcc10/tmp/pile_10-080_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-080_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-080.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,80,2022-04-28 18:37:00,2022-04-28 19:17:00,0 days 00:39:55,080,0,0 days 00:39:55,2395,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:57:00,2022-04-28 19:17:00,1015.6,1740.5,9.4,382.9,0.0
24-037-1807,Pcc24_037,9999,pcc_eng_24_037.0001_x0582049,pcc_eng_24_037.9999_x0597997,pile_tables/slices/Pcc24/tmp/pile_24-037_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-037_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-037.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,37,2022-04-28 18:43:00,2022-04-28 19:24:00,0 days 00:41:23,037,0,0 days 00:41:23,2483,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:43:00,2022-04-28 19:24:00,1013.4,1751.0,9.5,386.8,0.0
21-023-1809,Pcc21_023,9999,pcc_eng_21_023.0001_x0355312,pcc_eng_21_023.9999_x0371604,pile_tables/slices/Pcc21/tmp/pile_21-023_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc21/pile_21-023_Pile-CC_df.pkl.gz,Pcc21.conll/pcc_eng_21-023.conllu,/share/compling/data/pile/train/21.jsonl,21,pile_tables/pile_21_Pile-CC_df.pkl.gz,pile_exclusions/pile_21_Pile-CC_excl.pkl.gz,23,2022-04-28 19:01:00,2022-04-28 19:53:00,0 days 00:52:14,023,0,0 days 00:52:14,3134,2022-04-28 00:16:00,2022-06-28 16:28:00,2022-04-28 00:18:00,2022-04-28 19:53:00,1014.8,1748.7,9.3,375.6,0.0
10-081-1810,Pcc10_081,9999,pcc_eng_10_081.0001_x1292871,pcc_eng_10_081.9999_x1309005,pile_tables/slices/Pcc10/tmp/pile_10-081_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-081_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-081.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,81,2022-04-28 19:17:00,2022-04-28 19:56:00,0 days 00:39:06,081,0,0 days 00:39:06,2346,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:57:00,2022-04-28 19:56:00,1015.6,1740.5,9.3,374.7,0.0
24-038-1811,Pcc24_038,9999,pcc_eng_24_038.0001_x0597999,pcc_eng_24_038.9999_x0614230,pile_tables/slices/Pcc24/tmp/pile_24-038_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-038_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-038.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,38,2022-04-28 19:24:00,2022-04-28 20:03:00,0 days 00:38:34,038,0,0 days 00:38:34,2314,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:43:00,2022-04-28 20:03:00,1013.4,1751.0,9.5,385.7,0.0
29-060-1812,Pcc29_060,9999,pcc_eng_29_060.0001_x0953157,pcc_eng_29_060.9999_x0969309,pile_tables/slices/Pcc29/tmp/pile_29-060_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-060_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-060.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,60,2022-04-28 19:16:00,2022-04-28 20:04:00,0 days 00:48:01,060,0,0 days 00:48:01,2881,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:19:00,2022-04-28 20:04:00,1015.2,0.1,9.5,385.6,0.0
24-039-1814,Pcc24_039,9999,pcc_eng_24_039.0001_x0614231,pcc_eng_24_039.9999_x0630361,pile_tables/slices/Pcc24/tmp/pile_24-039_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc24/pile_24-039_Pile-CC_df.pkl.gz,Pcc24.conll/pcc_eng_24-039.conllu,/share/compling/data/pile/train/24.jsonl,24,pile_tables/pile_24_Pile-CC_df.pkl.gz,pile_exclusions/pile_24_Pile-CC_excl.pkl.gz,39,2022-04-28 20:03:00,2022-04-28 20:43:00,0 days 00:40:00,039,0,0 days 00:40:00,2400,2022-04-20 01:41:00,2022-06-28 17:23:00,2022-04-20 01:43:00,2022-04-28 20:43:00,1013.4,1751.0,9.5,384.4,0.0
10-082-1815,Pcc10_082,9999,pcc_eng_10_082.0001_x1309006,pcc_eng_10_082.9999_x1325098,pile_tables/slices/Pcc10/tmp/pile_10-082_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-082_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-082.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,82,2022-04-28 20:04:00,2022-04-28 20:43:00,0 days 00:38:34,082,0,0 days 00:38:34,2314,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:58:00,2022-04-28 20:43:00,1015.6,1740.5,9.4,377.4,0.0
29-061-1816,Pcc29_061,9999,pcc_eng_29_061.0001_x0969310,pcc_eng_29_061.9999_x0985420,pile_tables/slices/Pcc29/tmp/pile_29-061_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-061_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-061.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,61,2022-04-28 20:04:00,2022-04-28 20:44:00,0 days 00:39:28,061,0,0 days 00:39:28,2368,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:19:00,2022-04-28 20:44:00,1015.2,0.1,9.3,380.9,0.0
21-024-1817,Pcc21_024,9999,pcc_eng_21_024.0001_x0371605,pcc_eng_21_024.9999_x0387774,pile_tables/slices/Pcc21/tmp/pile_21-024_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc21/pile_21-024_Pile-CC_df.pkl.gz,Pcc21.conll/pcc_eng_21-024.conllu,/share/compling/data/pile/train/21.jsonl,21,pile_tables/pile_21_Pile-CC_df.pkl.gz,pile_exclusions/pile_21_Pile-CC_excl.pkl.gz,24,2022-04-28 19:53:00,2022-04-28 20:44:00,0 days 00:51:06,024,0,0 days 00:51:06,3066,2022-04-28 00:16:00,2022-06-28 16:28:00,2022-04-28 00:18:00,2022-04-28 20:44:00,1014.8,1748.7,9.3,372.9,0.0
10-083-1819,Pcc10_083,9999,pcc_eng_10_083.0001_x1325099,pcc_eng_10_083.9999_x1341388,pile_tables/slices/Pcc10/tmp/pile_10-083_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-083_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-083.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,83,2022-04-28 20:43:00,2022-04-28 21:21:00,0 days 00:38:12,083,0,0 days 00:38:12,2292,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:58:00,2022-04-28 21:21:00,1015.6,1740.5,9.4,378.6,0.0
29-062-1820,Pcc29_062,9999,pcc_eng_29_062.0001_x0985421,pcc_eng_29_062.9999_x1001734,pile_tables/slices/Pcc29/tmp/pile_29-062_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-062_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-062.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,62,2022-04-28 20:44:00,2022-04-28 21:24:00,0 days 00:39:55,062,0,0 days 00:39:55,2395,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:19:00,2022-04-28 21:24:00,1015.2,0.1,9.5,384.6,0.0
21-025-1821,Pcc21_025,9999,pcc_eng_21_025.0001_x0387776,pcc_eng_21_025.9999_x0404042,pile_tables/slices/Pcc21/tmp/pile_21-025_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc21/pile_21-025_Pile-CC_df.pkl.gz,Pcc21.conll/pcc_eng_21-025.conllu,/share/compling/data/pile/train/21.jsonl,21,pile_tables/pile_21_Pile-CC_df.pkl.gz,pile_exclusions/pile_21_Pile-CC_excl.pkl.gz,25,2022-04-28 20:56:00,2022-04-28 21:47:00,0 days 00:50:42,025,0,0 days 00:50:42,3042,2022-04-28 00:16:00,2022-06-28 16:28:00,2022-04-28 00:18:00,2022-04-28 21:47:00,1014.8,1748.7,9.5,382.6,0.0
10-084-1822,Pcc10_084,9999,pcc_eng_10_084.0001_x1341391,pcc_eng_10_084.9999_x1357592,pile_tables/slices/Pcc10/tmp/pile_10-084_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-084_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-084.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,84,2022-04-28 21:21:00,2022-04-28 21:59:00,0 days 00:37:48,084,0,0 days 00:37:48,2268,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:58:00,2022-04-28 21:59:00,1015.6,1740.5,9.2,374.0,0.0
29-063-1823,Pcc29_063,9999,pcc_eng_29_063.0001_x1001737,pcc_eng_29_063.9999_x1017883,pile_tables/slices/Pcc29/tmp/pile_29-063_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-063_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-063.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,63,2022-04-28 21:24:00,2022-04-28 22:04:00,0 days 00:40:15,063,0,0 days 00:40:15,2415,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:19:00,2022-04-28 22:04:00,1015.2,0.1,9.4,383.9,0.0
21-026-1825,Pcc21_026,9999,pcc_eng_21_026.0001_x0404043,pcc_eng_21_026.9999_x0420304,pile_tables/slices/Pcc21/tmp/pile_21-026_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc21/pile_21-026_Pile-CC_df.pkl.gz,Pcc21.conll/pcc_eng_21-026.conllu,/share/compling/data/pile/train/21.jsonl,21,pile_tables/pile_21_Pile-CC_df.pkl.gz,pile_exclusions/pile_21_Pile-CC_excl.pkl.gz,26,2022-04-28 21:47:00,2022-04-28 22:38:00,0 days 00:51:00,026,0,0 days 00:51:00,3060,2022-04-28 00:16:00,2022-06-28 16:28:00,2022-04-28 00:18:00,2022-04-28 22:38:00,1014.8,1748.7,9.3,377.0,0.0
10-085-1826,Pcc10_085,9999,pcc_eng_10_085.0001_x1357593,pcc_eng_10_085.9999_x1373751,pile_tables/slices/Pcc10/tmp/pile_10-085_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-085_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-085.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,85,2022-04-28 21:59:00,2022-04-28 22:38:00,0 days 00:39:23,085,0,0 days 00:39:23,2363,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:58:00,2022-04-28 22:38:00,1015.6,1740.5,9.5,384.2,0.0
29-064-1827,Pcc29_064,9999,pcc_eng_29_064.0001_x1017884,pcc_eng_29_064.9999_x1034042,pile_tables/slices/Pcc29/tmp/pile_29-064_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-064_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-064.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,64,2022-04-28 22:04:00,2022-04-28 22:43:00,0 days 00:39:14,064,0,0 days 00:39:14,2354,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:19:00,2022-04-28 22:43:00,1015.2,0.1,9.5,385.4,0.0
10-086-1829,Pcc10_086,9999,pcc_eng_10_086.0001_x1373752,pcc_eng_10_086.9999_x1389771,pile_tables/slices/Pcc10/tmp/pile_10-086_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-086_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-086.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,86,2022-04-28 22:38:00,2022-04-28 23:17:00,0 days 00:38:14,086,0,0 days 00:38:14,2294,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:58:00,2022-04-28 23:17:00,1015.6,1740.5,9.2,371.0,0.0
29-065-1830,Pcc29_065,9999,pcc_eng_29_065.0001_x1034043,pcc_eng_29_065.9999_x1050131,pile_tables/slices/Pcc29/tmp/pile_29-065_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-065_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-065.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,65,2022-04-28 22:43:00,2022-04-28 23:23:00,0 days 00:39:40,065,0,0 days 00:39:40,2380,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:19:00,2022-04-28 23:23:00,1015.2,0.1,9.4,378.4,0.0
21-027-1831,Pcc21_027,9999,pcc_eng_21_027.0001_x0420305,pcc_eng_21_027.9999_x0436432,pile_tables/slices/Pcc21/tmp/pile_21-027_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc21/pile_21-027_Pile-CC_df.pkl.gz,Pcc21.conll/pcc_eng_21-027.conllu,/share/compling/data/pile/train/21.jsonl,21,pile_tables/pile_21_Pile-CC_df.pkl.gz,pile_exclusions/pile_21_Pile-CC_excl.pkl.gz,27,2022-04-28 22:38:00,2022-04-28 23:28:00,0 days 00:50:01,027,0,0 days 00:50:01,3001,2022-04-28 00:16:00,2022-06-28 16:28:00,2022-04-28 00:18:00,2022-04-28 23:28:00,1014.8,1748.7,9.4,380.8,0.0
29-066-1833,Pcc29_066,9999,pcc_eng_29_066.0001_x1050134,pcc_eng_29_066.9999_x1066316,pile_tables/slices/Pcc29/tmp/pile_29-066_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-066_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-066.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,66,2022-04-28 23:23:00,2022-04-29 00:01:00,0 days 00:38:11,066,0,0 days 00:38:11,2291,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:19:00,2022-04-29 00:01:00,1015.2,0.1,9.3,376.0,0.0
10-087-1834,Pcc10_087,9999,pcc_eng_10_087.0001_x1389773,pcc_eng_10_087.9999_x1406077,pile_tables/slices/Pcc10/tmp/pile_10-087_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-087_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-087.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,87,2022-04-28 23:25:00,2022-04-29 00:03:00,0 days 00:38:07,087,0,0 days 00:38:07,2287,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:58:00,2022-04-29 00:03:00,1015.6,1740.5,9.3,377.9,0.0
21-028-1835,Pcc21_028,9999,pcc_eng_21_028.0001_x0436433,pcc_eng_21_028.9999_x0452536,pile_tables/slices/Pcc21/tmp/pile_21-028_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc21/pile_21-028_Pile-CC_df.pkl.gz,Pcc21.conll/pcc_eng_21-028.conllu,/share/compling/data/pile/train/21.jsonl,21,pile_tables/pile_21_Pile-CC_df.pkl.gz,pile_exclusions/pile_21_Pile-CC_excl.pkl.gz,28,2022-04-28 23:28:00,2022-04-29 00:15:00,0 days 00:47:18,028,0,0 days 00:47:18,2838,2022-04-28 00:16:00,2022-06-28 16:28:00,2022-04-28 00:18:00,2022-04-29 00:15:00,1014.8,1748.7,9.2,372.1,0.0
29-067-1836,Pcc29_067,9999,pcc_eng_29_067.0001_x1066317,pcc_eng_29_067.9999_x1082382,pile_tables/slices/Pcc29/tmp/pile_29-067_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc29/pile_29-067_Pile-CC_df.pkl.gz,Pcc29.conll/pcc_eng_29-067.conllu,/share/compling/data/pile/train/29.jsonl,29,pile_tables/pile_29_Pile-CC_df.pkl.gz,pile_exclusions/pile_29_Pile-CC_excl.pkl.gz,67,2022-04-29 00:01:00,2022-04-29 00:38:00,0 days 00:37:08,067,0,0 days 00:37:08,2228,2022-03-27 02:12:00,2022-04-30 03:31:00,2022-04-12 21:19:00,2022-04-29 00:38:00,1015.2,0.1,9.2,372.5,0.0
10-088-1837,Pcc10_088,9999,pcc_eng_10_088.0001_x1406081,pcc_eng_10_088.9999_x1422391,pile_tables/slices/Pcc10/tmp/pile_10-088_Pile-CC_df.pkl.gz,pile_tables/slices/Pcc10/pile_10-088_Pile-CC_df.pkl.gz,Pcc10.conll/pcc_eng_10-088.conllu,/share/compling/data/pile/train/10.jsonl,10,pile_tables/pile_10_Pile-CC_df.pkl.gz,pile_exclusions/pile_10_Pile-CC_excl.pkl.gz,88,2022-04-29 00:03:00,2022-04-29 00:45:00,0 days 00:41:33,088,0,0 days 00:41:33,2493,2022-04-13 02:54:00,2022-06-28 15:49:00,2022-04-13 02:58:00,2022-04-29 00:45:00,1015.6,1740.5,9.8,397.6,0.0
